# The grove's art, and where each piece came from.
#
# One row per piece. `import_grove_art.py` copies the source PNG to
# Assets/Game/Art/Homestead/<id>.png, writes the loc string, and regenerates the
# `pieces` array of homestead.json from this file.
#
# WHY THIS FILE EXISTS. A piece id is written into save files, so it is permanent
# (invariant 1) — and the art behind it is not, because packs get re-cut and
# replaced. Keeping the mapping here means the id, the price and the source path
# are reviewed together in a diff, an import can be re-run without hand-copying
# anything, and the day a real village pack lands the change is one column.
#
# WHAT IS DELIBERATELY NOT HERE. The 17 downloaded packs hold 1,056 files, 936 of
# them distinct — but they are one series, so the same signpost, skull, ladder and
# stone ship in nearly all of them. Deduplicated by content and then by *object*,
# 936 files reduce to roughly 120 distinct things you could stand on an island, and
# the 124 rows below are those. What is excluded is 249 numbered level tiles and
# platform chips, the UI furniture (hearts, progress bars, map pins, coin piles,
# gift boxes, reward stars) and the packs' mascot avatars. Importing those would
# put 900 sprites in the bundle to sell a player a progress bar.
#
# columns: source (relative to the pack root) | id | slot | cost | bundle | scale | lift | name
#
# BUNDLE is how many copies one purchase grants (see HomesteadPiece.Bundle).
# The four scatter kinds — ground, bed, edge, path — sell in tens at the price
# a single one used to cost, because a grove wants a dozen fences and buying
# them one tap at a time is a chore rather than a decision. Trees and
# structures sell singly: you want a handful and one well. A price must be
# divisible by its bundle, so that a copy is worth exactly cost/bundle and a
# grove's worth is the credits that were actually paid for it.
#
# BUNDLE is how many copies one purchase grants (see HomesteadPiece.Bundle).
# The four scatter kinds — ground, bed, edge, path — sell in tens at the price
# a single one used to cost, because a grove wants a dozen fences and buying
# them one tap at a time is a chore rather than a decision. Trees and
# structures sell singly: you want a handful and one well. A price must be
# divisible by its bundle, so that a copy is worth exactly cost/bundle and a
# grove's worth is the credits that were actually paid for it.
#
# ---------------------------------------------------------------- orchard & field
craftpix-net-158261-isometric-field-tileset-assets/PNG/Elements/01.png	tree_amber	canopy	900	1	0.85	0.42	Amber Tree
craftpix-net-158261-isometric-field-tileset-assets/PNG/Elements/02.png	tree_orange	canopy	1100	1	0.85	0.42	Orange Tree
craftpix-net-158261-isometric-field-tileset-assets/PNG/Elements/03.png	tree_leafy	canopy	700	1	0.85	0.42	Leafy Tree
craftpix-net-158261-isometric-field-tileset-assets/PNG/Elements/04.png	tree_apple	canopy	1300	1	0.85	0.42	Apple Tree
craftpix-net-158261-isometric-field-tileset-assets/PNG/Elements/05.png	hay_bale	ground	220	10	1.0	0.35	Hay Bale
craftpix-net-158261-isometric-field-tileset-assets/PNG/Elements/06.png	berry_bush	bed	320	10	1.0	0.35	Berry Bush
craftpix-net-158261-isometric-field-tileset-assets/PNG/Elements/07.png	field_stone	ground	80	10	1.0	0.35	Field Stone
craftpix-net-158261-isometric-field-tileset-assets/PNG/Elements/08.png	pumpkins	bed	380	10	1.0	0.35	Pumpkin Patch
craftpix-net-158261-isometric-field-tileset-assets/PNG/Elements/09.png	hay_stack	ground	280	10	1.0	0.35	Hay Stack
craftpix-net-158261-isometric-field-tileset-assets/PNG/Elements/10.png	fence_rail	edge	340	10	0.9	0.42	Rail Fence
craftpix-net-158261-isometric-field-tileset-assets/PNG/Elements/11.png	fence_rail_end	edge	340	10	0.9	0.42	Rail Fence End
craftpix-net-158261-isometric-field-tileset-assets/PNG/Elements/12.png	sign_arrow	edge	500	10	0.9	0.42	Red Arrow Sign
craftpix-net-158261-isometric-field-tileset-assets/PNG/Elements/13.png	sign_wood	edge	560	10	0.9	0.42	Wooden Signpost
craftpix-net-158261-isometric-field-tileset-assets/PNG/Elements/14.png	fence_picket	edge	420	10	0.9	0.42	Picket Fence
craftpix-net-158261-isometric-field-tileset-assets/PNG/Elements/15.png	fence_picket_end	edge	420	10	0.9	0.42	Picket Fence End
craftpix-net-158261-isometric-field-tileset-assets/PNG/Elements/16.png	fence_timber	edge	280	10	0.9	0.42	Timber Fence
craftpix-net-158261-isometric-field-tileset-assets/PNG/Elements/17.png	fence_timber_end	edge	280	10	0.9	0.42	Timber Fence End
# ------------------------------------------------------------------------- wetland
craftpix-net-182714-isometric-swamp-game-tileset/PNG/Elements/02.png	willow	canopy	1600	1	0.7	0.42	Willow
craftpix-net-182714-isometric-swamp-game-tileset/PNG/Elements/03.png	willow_isle	structure	3200	1	0.55	0.38	Willow Islet
craftpix-net-182714-isometric-swamp-game-tileset/PNG/Elements/04.png	willow_old	canopy	1900	1	0.7	0.42	Old Willow
craftpix-net-182714-isometric-swamp-game-tileset/PNG/Elements/05.png	mushroom_log	structure	1400	1	0.95	0.38	Mushroom Log
craftpix-net-182714-isometric-swamp-game-tileset/PNG/Elements/06.png	lily_pads	bed	260	10	1.0	0.28	Lily Pads
craftpix-net-182714-isometric-swamp-game-tileset/PNG/Elements/07.png	mossy_rock	ground	300	10	1.0	0.35	Mossy Rock
craftpix-net-182714-isometric-swamp-game-tileset/PNG/Elements/08.png	bamboo	bed	440	10	1.0	0.42	Bamboo
craftpix-net-182714-isometric-swamp-game-tileset/PNG/Elements/09.png	dead_trunk	canopy	600	1	0.95	0.42	Dead Trunk
# --------------------------------------------------------------------------- frost
craftpix-net-305523-isometric-arctic-game-assets/PNG/Elements/04.png	icicles	ground	340	10	1.0	0.35	Icicles
craftpix-net-305523-isometric-arctic-game-assets/PNG/Elements/05.png	iceberg	structure	2400	1	0.8	0.38	Iceberg
craftpix-net-305523-isometric-arctic-game-assets/PNG/Elements/06.png	snow_rock	ground	260	10	1.0	0.35	Snow Rock
craftpix-net-305523-isometric-arctic-game-assets/PNG/Elements/07.png	pine_snow	canopy	1200	1	0.8	0.42	Snowy Pine
craftpix-net-305523-isometric-arctic-game-assets/PNG/Elements/08.png	pine_snow_tall	canopy	1500	1	0.8	0.42	Tall Snowy Pine
craftpix-net-305523-isometric-arctic-game-assets/PNG/Elements/09.png	ice_stump	ground	240	10	1.0	0.35	Frozen Stump
# --------------------------------------------------------------------------- ruins
craftpix-net-556799-isometric-ruin-tileset/PNG/Elements/01.png	stone_stumps	ground	200	10	1.0	0.35	Stone Stumps
craftpix-net-556799-isometric-ruin-tileset/PNG/Elements/03.png	ruin_block	ground	260	10	1.0	0.35	Fallen Block
# 'waterfall' is built by Tools/make_waterfall.py, not copied by this file. Elements/04
# is an overlay meant to be draped down a stacked platform - two translucent stripes with
# no rock behind them - so the piece is composed from a cliff plus generated water and
# ships as a flipbook. Its catalog row is marked _generated, which is how the two tools
# say which rows are theirs.
craftpix-net-556799-isometric-ruin-tileset/PNG/Elements/05.png	vines	canopy	800	1	0.9	0.42	Hanging Vines
craftpix-net-556799-isometric-ruin-tileset/PNG/Elements/06.png	torch_low	edge	620	10	0.95	0.42	Low Torch
craftpix-net-556799-isometric-ruin-tileset/PNG/Elements/07.png	oak_broad	canopy	1700	1	0.7	0.42	Broad Oak
craftpix-net-556799-isometric-ruin-tileset/PNG/Elements/09.png	broken_pillars	ground	480	10	1.0	0.35	Broken Pillars
craftpix-net-556799-isometric-ruin-tileset/PNG/Elements/10.png	stone_pillars	structure	1500	1	0.95	0.38	Standing Pillars
craftpix-net-556799-isometric-ruin-tileset/PNG/Elements/11.png	torch	edge	760	10	0.95	0.42	Torch
craftpix-net-556799-isometric-ruin-tileset/PNG/Elements/12.png	torch_tall	edge	980	10	0.9	0.42	Tall Torch
craftpix-net-556799-isometric-ruin-tileset/PNG/Elements/13.png	rope_fence	edge	400	10	0.95	0.42	Rope Fence
craftpix-net-556799-isometric-ruin-tileset/PNG/Elements/14.png	rope_fence_end	edge	400	10	0.95	0.42	Rope Fence End
craftpix-net-556799-isometric-ruin-tileset/PNG/Elements/15.png	shade_bush	bed	300	10	1.0	0.35	Shade Bush
craftpix-net-556799-isometric-ruin-tileset/PNG/Elements/16.png	idol	structure	3600	1	0.7	0.38	Grove Idol
# ---------------------------------------------------------------------- the shore
craftpix-net-744395-isometric-island-tileset/PNG/Elements/02.png	rope_walk	path	520	10	0.95	0.28	Rope Walk
craftpix-net-744395-isometric-island-tileset/PNG/Elements/03.png	rope_walk_end	path	520	10	0.95	0.28	Rope Walk End
craftpix-net-744395-isometric-island-tileset/PNG/Elements/04.png	rope_walk_turn	path	580	10	0.95	0.28	Rope Walk Turn
craftpix-net-744395-isometric-island-tileset/PNG/Elements/05.png	rope_walk_long	path	640	10	0.95	0.28	Long Rope Walk
craftpix-net-744395-isometric-island-tileset/PNG/Elements/06.png	shore_rock	ground	180	10	1.0	0.35	Shore Rock
craftpix-net-744395-isometric-island-tileset/PNG/Elements/07.png	palm	canopy	1400	1	0.8	0.42	Palm
craftpix-net-744395-isometric-island-tileset/PNG/Elements/08.png	fish_trap	structure	1100	1	0.95	0.38	Fish Trap
craftpix-net-744395-isometric-island-tileset/PNG/Elements/09.png	beached_boat	structure	2800	1	0.6	0.32	Beached Boat
craftpix-net-744395-isometric-island-tileset/PNG/Elements/10.png	mooring_post	edge	240	10	1.0	0.42	Mooring Post
# -------------------------------------------------------------------------- pines
craftpix-net-761235-isometric-forest-tileset/PNG/Elements/01.png	little_stump	ground	120	10	1.0	0.35	Little Stump
craftpix-net-761235-isometric-forest-tileset/PNG/Elements/02.png	pine_bent	canopy	1000	1	0.75	0.42	Bent Pine
craftpix-net-761235-isometric-forest-tileset/PNG/Elements/04.png	pine	canopy	800	1	0.85	0.42	Pine
craftpix-net-761235-isometric-forest-tileset/PNG/Elements/05.png	pine_tall	canopy	1000	1	0.85	0.42	Tall Pine
craftpix-net-761235-isometric-forest-tileset/PNG/Elements/06.png	pine_leaning	canopy	1200	1	0.7	0.42	Leaning Pine
